Index,Subkey,Value
3,lihat,0.009340073167296207
3,limfadenopati,0.012478965420633665
3,lipat,0.00796339291903124
3,lokasi,0.004909794846121444
3,luas,0.006641611427750917
3,manifestasi,0.012478965420633665
3,marah,0.012478965420633665
3,masuk,0.0027207310873362004
3,mca,0.06239482710316832
3,mental,0.011187579352796356
3,migrain,0.012478965420633665
3,milik,0.004714597006185794
3,minggu,0.016137696406575273
3,motorik,0.011760924196973931
3,moya,0.04991586168253466
3,mri,0.008729861452158896
3,ms,0.012478965420633665
3,mual,0.007359652651410649
3,muntah,0.007880571385107662
3,nama,0.021420563936088908
3,nan,0.0
3,narkoba,0.012478965420633665
3,nasolabial,0.011760924196973931
3,neuropsikologis,0.012478965420633665
3,nilai,0.00832100189889983
3,nine,0.0023442474369615622
3,ninety,0.01661412162189055
3,nukleus,0.010301422414785386
3,ob,0.012478965420633665
3,obat,0.012868831636325812
3,oklusi,0.02291978830447457
3,on,0.012097447155992171
3,one,0.0016001045328249454
3,orang,0.009479473636351727
3,orientasi,0.010301422414785386
3,pacar,0.02495793084126733
3,paham,0.00832100189889983
3,panggul,0.009080153800994131
3,pengaruh,0.011187579352796356
3,penuh,0.007571389714706996
3,periksa,0.007445215726747655
3,perintah,0.011459894152237285
3,perut,0.004336450001943869
3,pikir,0.011459894152237285
3,pingsan,0.011187579352796356
3,plantar,0.009626025906030442
3,pmh,0.012478965420633665
3,presentasi,0.029831440304750396
3,pronator,0.02495793084126733
3,proses,0.00822731669083414
3,pt,0.012097447155992171
3,ptt,0.012478965420633665
3,pulang,0.00832100189889983
3,pulih,0.004198174170910012
3,putamen,0.012478965420633665
3,rangsang,0.011760924196973931
3,rawat,0.006437442959230502
3,refleks,0.012097447155992171
3,respons,0.011760924196973931
3,rhf,0.012478965420633665
3,ringan,0.00722673832102524
3,riwayat,0.003628922655308139
3,ros,0.012478965420633665
3,rr,0.012478965420633665
3,rue,0.012478965420633665
3,rumah,0.011965944806291363
3,sakit,0.01890164942140513
3,sandung,0.012478965420633665
3,sangkal,0.010498544904748105
3,saran,0.012478965420633665
3,scan,0.019887626869833596
3,sederhana,0.010301422414785386
3,sehat,0.00832100189889983
3,sel,0.007880571385107662
3,sensorik,0.011760924196973931
3,serebral,0.011187579352796356
3,serviks,0.025866095830909427
3,shx,0.012478965420633665
3,signifikan,0.006641611427750917
3,simpang,0.0070382869844772475
3,six,0.003381855232440062
3,sixteen,0.0
3,sixty,0.004087846067687784
3,skuamosa,0.011187579352796356
3,stabil,0.0038392421334316994
3,stadium,0.011760924196973931
3,stasiun,0.011187579352796356
3,status,0.006919222137618482
3,studi,0.009780503681088373
3,subkortikal,0.012478965420633665
3,sulit,0.0053120021429245365
3,surya,0.010498544904748105
3,t36,0.012478965420633665
3,tarik,0.004175765092449937
3,teliti,0.010117026640106613
3,tembakau,0.011760924196973931
3,temporal,0.010498544904748105
3,temu,0.013663476958403888
3,ten,0.00194136248233048
3,tertawa,0.012478965420633665
3,tft,0.012478965420633665
3,thirty,0.003561077668303057
3,thousand,0.0
3,three,0.010145565697320186
3,tidur,0.008729861452158896
3,tinggal,0.02389017875709372
3,tingkat,0.004769020420387779
3,titer,0.012478965420633665
3,titik,0.005518632604580611
3,trauma,0.009943813434916798
3,tulis,0.00796339291903124
3,tumpul,0.006749440936273336
3,twelve,0.009013426273614856
3,twenty,0.003534856516762108
3,two,0.0
3,ua,0.012478965420633665
3,ubah,0.014076573968954495
3,uji,0.02934151104326512
3,usia,0.003265897289254124
3,vaskular,0.009080153800994131
3,vaskulitis,0.012478965420633665
3,vaskulopati,0.012478965420633665
3,wajah,0.009080153800994131
3,waspada,0.008622031943636475
3,2x1,0.004153530405472637
3,ctm,0.009207158836910798
3,1x1,0.002987685392039335
3,vitamin,0.008729861452158896
3,3x1,0.0031234063462822017
3,antalgin,0.009626025906030442
4,2x1,0.005248143111608026
4,air,0.00947533787784534
4,alodan,0.018826482879454823
4,amplop,0.08116102333165559
4,and,0.0
4,anestesi,0.007294174283162595
4,anestesia,0.004126585022523261
4,angkat,0.03722227139658856
4,area,0.022036914129892407
4,aspek,0.035572569596635906
4,balut,0.005509228532473102
4,bangun,0.009214252456980264
4,bawa,0.006875493722510255
4,belah,0.008133953197583667
4,bor,0.024325697235455992
4,bronchus,0.017787919441000742
4,bukal,0.0753059315178193
4,bundar,0.033964694107169645
4,bupivakain,0.017787919441000742
4,bur,0.07115167776400297
4,cabut,0.028271861180351805
4,cepat,0.01991480133420709
4,com,0.0018245687952947705
4,demonstrasi,0.016982347053584822
4,deskripsi,0.006840099055886273
4,dhjsjsksi,0.020290255832913898
4,diagnosa,0.004752114702212925
4,diagnosis,0.0029918812735972573
4,dian,0.010894264188710348
4,diekstubasi,0.009660512225814837
4,distal,0.01480771241325473
4,eight,0.0041194574618600216
4,elevator,0.10189408232150891
4,eleven,0.0036650927066030994
4,epinefrin,0.01810025672568069
4,faring,0.016324146487541664
4,fifteen,0.022777611521770394
4,fifty,0.002476270514752557
4,five,0.002595078219044246
4,flap,0.039027149944156986
4,folikel,0.07115167776400297
4,forty,0.0029177491348185295
4,garam,0.02691234638759567
4,gigi,0.10280910265261259
4,gmail,0.004251803643418172
4,hemostat,0.033958421111146025
4,hilang,0.03259087609391961
4,hundred,0.0026547558631731215
4,huroncom,0.008893142399158976
4,impaksi,0.042407791770527704
4,intraoral,0.016982347053584822
4,irigasi,0.019288251477875516
4,isi,0.008669765490429419
4,jahit,0.019708132215146962
4,kanan,0.007550107488908067
4,kantong,0.009660512225814837
4,kantung,0.012162848617727996
4,kasa,0.012358037142169424
4,kiri,0.007330185413206199
4,komplikasi,0.004679668626217224
4,kondisi,0.008050909855677036
4,kuadran,0.011319473703715343
4,kusuma,0.01028091026526126
4,lambung,0.00783542714760131
4,larut,0.020919004457796538
4,lengkap,0.027393773419048743
4,lengkung,0.02012409762932082
4,lentang,0.005539438820092296
4,letak,0.009957400667103544
4,lidokain,0.007455064275190385
4,lift,0.03153529167669157
4,lobe,0.017787919441000742
4,lokal,0.00783542714760131
4,luksasi,0.040580511665827795
4,lung,0.015285583049087581
4,lurus,0.021788528377420697
4,malignant,0.01278324665717442
4,masuk,0.0034377468612551273
4,meja,0.007110984203694627
4,middle,0.017787919441000742
4,ml,0.014607137943167538
4,nan,0.0
4,nasotrakeal,0.033964694107169645
4,neoplasm,0.012162848617727996
4,ng,0.015767645838345785
4,nine,0.0029620454979658734
4,normal,0.013210806990653424
4,of,0.0047765901064922706
4,one,0.0013478618206708326
4,operasi,0.0075463207430742675
4,or,0.009756787486039246
4,pacu,0.018772389744207852
4,pasang,0.0042945273172340665
4,pasca,0.0028022158095976856
4,pasien,0.005312297662029709
4,periosteal,0.06792938821433929
4,pindah,0.018428504913960527
4,pisau,0.030452785947814143
4,posisi,0.003523501684389088
4,potong,0.00697300148593218
4,potts,0.040580511665827795
4,preoperatif,0.01006204881466041
4,prosedur,0.007963850736417597
4,ruang,0.005777034657849192
4,rute,0.016324146487541664
4,sayat,0.01683831869261577
4,sedot,0.016267906395167335
4,selang,0.009756787486039246
4,selesai,0.007667484852890505
4,seventeen,0.02227961619944304
4,seventy,0.003488954929818147
4,sisa,0.05614729801617541
4,six,0.004273102279256397
4,sixteen,0.0
4,soket,0.040580511665827795
4,stabil,0.00970205593285989
4,tenggorok,0.023955348539517002
4,thirty,0.011248891551498826
4,thousand,0.0
4,three,0.004273102279256397
4,total,0.008528174468215409
4,tulang,0.045834543796490296
4,tutup,0.015477271208916288
4,two,0.0
4,usus,0.03826695162667796
4,vertikal,0.011801536492973547
4,zero,0.018598400202120773
5,and,0.0
5,com,0.0194386752421789
5,dian,0.11606581462587563
5,eight,0.021944033017985115
5,eleven,0.03904733383573302
5,fifty,0.026381805099479166
5,five,0.02764756410289447
5,forty,0.031085250397874332
5,gmail,0.04529806189333976
5,hundred,0.009427786847422497
5,huroncom,0.09474617094488602
5,kusuma,0.10953123628759112
5,nan,0.0
5,nine,0.03155717703602103
5,one,0.007179956237035012
5,six,0.04552497428284699
5,sixteen,0.0
5,thousand,0.0
5,twenty,0.0095169213912826
5,two,0.0
5,3x1,0.042045854661491175
5,uresix,0.18950975712143098
5,1x1,0.040218841815914126
5,antalgin,0.1295811179657944
6,and,0.0
6,com,0.02197415462159354
6,eight,0.02480629819424404
6,eighteen,0.05812236103724004
6,eleven,0.04414046433604602
6,gmail,0.051206504748992764
6,huroncom,0.10710436715508855
6,nan,0.0
6,nineteen,0.0793439859367372
6,sixteen,0.0
6,sri,0.14010893882255562
6,ten,0.014771236278601479
6,thousand,0.0
6,two,0.0
6,wahyuni,0.17024577275994454
6,2x1,0.0632058974745836
6,dermatix,0.16298255168763298
6,3x1,0.047530096573859586
6,bodrex,0.15976046594181897
7,3x1,0.004837133722118454
7,abcd,0.01246478090624166
7,adang,0.014907562243852455
7,agen,0.023074936980570733
7,alami,0.006198642303278952
7,aman,0.022587149828172857
7,ambil,0.008437295570853284
7,anak,0.010900001967110782
7,and,0.0
7,anestesi,0.0044701023814956616
7,anestesia,0.005057805536455502
7,angkat,0.022810993754104055
7,asing,0.0461991332153214
7,asupan,0.023074936980570733
7,atresia,0.023074936980570733
7,bahu,0.014062185090035158
7,bangun,0.011293574914086429
7,batuk,0.01195854041430474
7,bawa,0.008427043190864339
7,bayi,0.015667961610784577
7,benda,0.041079719753215414
7,bicara,0.014062185090035158
7,bilier,0.019325831403636206
7,bronchus,0.02180200745644781
7,bukti,0.008330669236432662
7,catat,0.006571833225552187
7,com,0.0022363077712241213
7,daftar,0.020007914057739117
7,dasar,0.010626216994906854
7,derita,0.021252433989813708
7,deskripsi,0.00838366123221459
7,diagnosa,0.005824494568641506
7,diagnosis,0.007334080644127789
7,eight,0.002524534771980588
7,eksternal,0.014680600764261524
7,eleven,0.0044921711492436215
7,endoskopi,0.009603598760555587
7,endotrakeal,0.008437295570853284
7,enteral,0.02180200745644781
7,esofagoskop,0.02081464660992476
7,esofagoskopi,0.02081464660992476
7,esofagus,0.05862801770237718
7,fasilitas,0.016258808480804587
7,fe,0.024869030379279424
7,forty,0.007152358498625952
7,fourteen,0.009201068768494849
7,gadis,0.02180200745644781
7,gagal,0.01246478090624166
7,gi,0.015399711071773802
7,glotis,0.018734984533616193
7,gmail,0.0052112814567559
7,hati,0.02649637078859449
7,hiperekstensi,0.023074936980570733
7,huroncom,0.010900001967110782
7,identifikasi,0.007515166059450602
7,inap,0.020007914057739117
7,indikasi,0.006679323015680702
7,induksi,0.024159549626734386
7,intraoperatif,0.01260093868795296
7,irigasi,0.007880303332406368
7,iritasi,0.019325831403636206
7,jangka,0.018213820659030423
7,jepit,0.010715609505161365
7,kaku,0.016258808480804587
7,kasai,0.023074936980570733
7,khas,0.017325897227781967
7,kiri,0.0044921711492436215
7,klinik,0.015146797736198807
7,koin,0.20814646609924758
7,kolestatik,0.023074936980570733
7,komplikasi,0.005735700041868013
7,kondisi,0.004933854048722432
7,kuning,0.02081464660992476
7,lambat,0.030293595472397614
7,langsung,0.009201068768494849
7,laringoskop,0.018734984533616193
7,lebar,0.010452674016352513
7,leher,0.010368389967809618
7,lingkup,0.010538594750233493
7,lobe,0.02180200745644781
7,lokasi,0.015207329169402702
7,lumen,0.012741419653946677
7,lung,0.018734984533616193
7,maju,0.011191851382118733
7,makan,0.0345129554810547
7,malignant,0.015667961610784577
7,masuk,0.004213521595432169
7,mega,0.018213820659030423
7,mekanisme,0.023074936980570733
7,middle,0.02180200745644781
7,migrasi,0.04162929321984952
7,mudah,0.04398064866881417
7,mukosa,0.011397692159264278
7,mulut,0.02391708082860948
7,nan,0.0
7,nasoenterik,0.023074936980570733
7,nasogastrik,0.023074936980570733
7,neoplasm,0.014907562243852455
7,nine,0.0036304716944094992
7,obat,0.013286404344289186
7,of,0.005854493183621057
7,operasi,0.018498503060456393
7,or,0.01195854041430474
7,oral,0.015146797736198807
7,orang,0.014680600764261524
7,pasang,0.010527292627202093
7,pasca,0.0034345742445068975
7,pasien,0.015192544493621838
7,periksa,0.005765100673366547
7,portoenterostomi,0.023074936980570733
7,posisi,0.00863725634137856
7,progresif,0.016258808480804587
7,proksimal,0.03587562124291422
7,propofol,0.015146797736198807
7,prosedur,0.007320752170313078
7,pulih,0.006501597167338513
7,rawat,0.009969491308542813
7,receh,0.023074936980570733
7,relatif,0.04162929321984952
7,respons,0.018213820659030423
7,risiko,0.006643202172144593
7,rontgen,0.013191785557972971
7,ruang,0.01416140354180731
7,sakit,0.005854493183621057
7,sangkut,0.023074936980570733
7,sejarah,0.020007914057739117
7,selang,0.03587562124291422
7,sen,0.023074936980570733
7,seventeen,0.006826829300050578
7,signifikan,0.0102856814146585
7,sisi,0.008951719491719929
7,sixteen,0.0
7,sulit,0.008226551991254813
7,suplemen,0.023074936980570733
7,tahap,0.01774762368709314
7,tang,0.03465179445556393
7,tarik,0.012933785684579452
7,tempel,0.01351969693918413
7,temu,0.015870188945048765
7,tepi,0.009397757983410044
7,teropong,0.013873868212075884
7,thousand,0.0
7,tingkat,0.007385651093520897
7,toleransi,0.017745322617564438
7,tonjol,0.012886507365552831
7,transplantasi,0.020007914057739117
7,tua,0.01595353028838445
7,tunda,0.015667961610784577
7,two,0.0
7,uang,0.023074936980570733
7,ujung,0.011191851382118733
7,upaya,0.028124370180070316
7,us,0.023074936980570733
7,usia,0.005057805536455502
7,utami,0.015399711071773802
7,1x1,0.0046269464036007395
7,aspilet,0.02081464660992476
9,2x1,0.008451951406485017
9,akibat,0.029411144329753884
9,and,0.0
9,anestesia,0.006645721228133392
9,antibiotik,0.013000061641694045
9,aspilet,0.027349477522342996
9,balut,0.008872420369157263
9,belah,0.013099447882155092
9,bengkak,0.016557047345798655
9,berat,0.024696433770356626
9,betadine,0.015406897675275864
9,bor,0.05876353024030212
9,br,0.017544832443446314
9,buang,0.019902187723144945
9,burr,0.030319393939587127
9,cedera,0.04117394562834086
9,cepat,0.016036046423184194
9,certain,0.02628946847121535
9,chloraprep,0.027349477522342996
9,cm,0.01929753135022758
9,coba,0.019902187723144945
9,csf,0.06677862900853072
9,darah,0.0054820349892408865
9,diagnosis,0.009636640846353956
9,diseases,0.01847705715318573
9,drainase,0.03466678530351037
9,dura,0.019587843413434038
9,duri,0.02331955205397122
9,edema,0.03801192568085666
9,eight,0.0033171212701605403
9,eighteen,0.007772176185212331
9,eksternal,0.019289626585599445
9,eleven,0.011805007903826261
9,epinefrin,0.014574916026202185
9,ethilon,0.028646823750913982
9,fifty,0.003987947282479409
9,four,0.010383872639590806
9,ganti,0.016741632801115982
9,garis,0.010675646696505166
9,hilang,0.007498067008318715
9,hole,0.030319393939587127
9,hpl,0.016204578614307755
9,hpmt,0.014447131684813956
9,hundred,0.002850261139918429
9,indosehat,0.006231401344287516
9,infectious,0.02331955205397122
9,infiltrasi,0.017333392651755184
9,intermiten,0.025393243588498735
9,intrakranial,0.060638787879174254
9,jahit,0.015869629719754964
9,jarum,0.021892223807369552
9,jernih,0.02628946847121535
9,kali,0.011604999608958052
9,kanan,0.012159184735043805
9,kateter,0.05449432866802264
9,kepala,0.02505424375485376
9,komplikasi,0.0075364430782684354
9,kranial,0.024616898282542207
9,kulit,0.013901793416980699
9,lintas,0.018735497633248718
9,lokalisasi,0.037470995266497435
9,lubang,0.01362358216700566
9,luka,0.00981729786623735
9,madi,0.024616898282542207
9,meja,0.011451992002461695
9,mgg,0.05078648717699747
9,minimal,0.016557047345798655
9,nan,0.0
9,nasion,0.030319393939587127
9,nita,0.02331955205397122
9,obat,0.008728858668050453
9,one,0.0010853422218773854
9,operasi,0.004051028770991419
9,otak,0.08545327248050782
9,parasitic,0.030319393939587127
9,pasang,0.02766474574125201
9,pasca,0.009025741619285568
9,pasien,0.0028517566906632354
9,pisah,0.014705572164876942
9,potong,0.011229775648855893
9,praoperatif,0.00901961692720546
9,prosedur,0.012825503802253918
9,pupil,0.027349477522342996
9,putar,0.034258746701053736
9,retraktor,0.016204578614307755
9,samping,0.014976037372056552
9,sayat,0.02033814365343562
9,serebral,0.045530846203240986
9,seventeen,0.01794027234664454
9,seventy,0.005618840206742015
9,sixteen,0.0
9,spons,0.014574916026202185
9,steril,0.0071636260540269316
9,sutra,0.015557917945062266
9,tahan,0.012089776405115323
9,tekan,0.03263192075209498
9,ten,0.005925670367578501
9,tenang,0.018735497633248718
9,tengkorak,0.027349477522342996
9,terima,0.016557047345798655
9,thousand,0.0
9,tidur,0.017764252954974497
9,tingkat,0.01940880403646189
9,toleransi,0.007772176185212331
9,tusuk,0.030813795350551728
9,tutup,0.006231401344287516
9,twenty,0.0028772087927133438
9,two,0.0
9,uk,0.033483265602231964
9,usg,0.01152799247669049
9,ventrikel,0.09238528576592865
9,warna,0.013734327486602721
9,xylokain,0.016741632801115982
9,flucadex,0.030319393939587127
10,2x1,0.013337024237756175
10,actinomycosis,0.04784344731751364
10,allis,0.06742184801214379
10,and,0.0
10,anestesi,0.00926828567172495
10,angkat,0.01576539629488537
10,arief,0.04148429887200955
10,balut,0.01400051654582614
10,baring,0.019485259672024496
10,bedah,0.012785019453660281
10,bius,0.02407952836846935
10,br,0.027685423672227216
10,bunga,0.04784344731751364
10,catgut,0.04007007245157599
10,deferens,0.08014014490315198
10,deskripsi,0.017382637050279794
10,diapet,0.035923419940171786
10,diinsisi,0.02584440811752858
10,dressing,0.0324858653581405
10,dukung,0.033710924006071896
10,eight,0.005234356499702871
10,eighty,0.006871813201416532
10,eleven,0.009314042933294115
10,genggam,0.02803166521335425
10,gunting,0.025570527721659946
10,hemoklip,0.04520416224914867
10,hemostasis,0.017606411849584006
10,henti,0.02479477186819148
10,hpl,0.025570527721659946
10,hpmt24,0.04784344731751364
10,hundred,0.0022488298902108707
10,ikat,0.02132627522672313
10,indosehat,0.009833036983646357
10,interupsi,0.031405287049366334
10,iris,0.07184683988034357
10,jari,0.02299895005969519
10,jepit,0.06665305728898538
10,kanan,0.00959348520379603
10,kering,0.026126716912636412
10,kiri,0.009314042933294115
10,klem,0.10317244097657502
10,kromik,0.0324858653581405
10,kulit,0.021936774933217253
10,lentang,0.014077289478583175
10,lokal,0.019912048806289568
10,mg,0.016538426970277482
10,nan,0.0
10,nineteen,0.016742308959128035
10,one,0.003425300223172666
10,pakai,0.03679782525947752
10,pasang,0.010913615292420518
10,pasien,0.009000039464111495
10,periksa,0.01195332800165908
10,pisau,0.01934729749436816
10,posisi,0.008954219876841994
10,potong,0.017720379922965265
10,proksimal,0.02479477186819148
10,prosedur,0.010119204834805844
10,sarung,0.0330779618823384
10,sayat,0.010697739169391214
10,sisi,0.05568133775583589
10,sixteen,0.0
10,skrotum,0.033710924006071896
10,steril,0.011304070470574608
10,susanto,0.04148429887200955
10,terap,0.020359664991330226
10,testis,0.038845013803644586
10,thirty,0.005717326531679221
10,thousand,0.0
10,three,0.021718336355119668
10,tutup,0.009833036983646357
10,twelve,0.014471097228280733
10,twenty,0.004540182682079772
10,two,0.0
10,ujung,0.023205123049163615
10,uk,0.026417989374238067
10,usg,0.01819096060541986
10,vas,0.22658661296922253
10,3x1,0.010029286433016244
10,bufacaryl,0.05156331069465275
11,1x1,0.002414988192179601
11,aid,0.01137933876479724
11,air,0.006061590282132007
11,and,0.0
11,anestesi,0.004666250061053208
11,anestesia,0.0026398707880807004
11,angkat,0.003968656342130498
11,anterior,0.02235197709678539
11,aplikasi,0.007241326133785565
11,area,0.00704875890759838
11,arteri,0.022756586092998028
11,asam,0.0057895740335029465
11,aspirasi,0.006576933356760667
11,atur,0.006885319944808063
11,balut,0.00352437945379919
